RecipeID,Recipe,Recipe_category,Flavor,Yogurt_culture,Skimmed_milk,Semi_skimmed_milk,Full_fat_milk,Milk_supplier,MPC 70%,MPC 80%,Fruit_prep_40Fruit,Fruit_prep_60Fruit,Fruit_prep_supplier,Added_sugar,Aroma,Flavor_intensity ,sweetness,Fruit_intensity,Chalkiness,Color_intensity,thickness,Coating,Global Appreciation,Fat g/100g,Saturated Fatty Acids SFA g/100g,Protein g/100g,Carb (total sugars) g/100g,Calcium mg/100g,Energy kcal/100g,€/kg min,€/kg max,%Protein_cal,Source_protein,Rich_protein,Source_calcium_us,High_calcium_us,Source_calcium_eu,High_calcium_eu
REC-00079,Stirred_Plain,Plain,Plain,0.01,85,0,0,BASF Ingredients,10,0,5,0,DAIRY & Co.,0,0,0.17,0.33,0.31,2.88,2.91,1.83,2.69,1.88,0,0,3.8,7.6,128.8,45.3,0.45,0.85,33.55,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00080,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,1.05,2,1.29,2.72,3.73,2.53,3.28,2.75,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00081,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.92,2.01,1.29,3.11,3.67,2.4,3.64,2.69,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00082,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,1.03,1.97,1.28,2.79,3.81,2.49,3.3,2.69,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00083,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.82,1.98,1.28,2.57,3.5,2.53,3.34,2.84,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00084,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.83,2.05,1.28,2.26,3.67,2.51,3.58,3,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00085,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.86,2,1.28,2.27,3.69,2.45,3.1,2.82,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00086,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,20,0,5,0,DAIRY & Co.,0,0,0.13,0.33,0.32,2.88,2.6,2.12,2.94,2.02,0,0,3.7,7.6,128.8,45.1,0.59,0.98,32.82,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00087,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.99,1.99,1.29,3.63,3.77,2.81,3.52,2.62,0,0,3.3,13.7,136.2,68.1,0.61,1.01,19.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00088,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.97,1.98,1.29,2.41,3.79,2.72,3.29,2.87,0,0,3.3,13.7,136.2,68.1,0.61,1.01,19.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00089,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,65,0,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.76,1.97,1.28,2.24,3.93,2.89,3.81,2.96,0,0,3.3,13.7,136.2,68.1,0.61,1.01,19.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00090,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,65,0,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.94,2.02,1.29,2.75,3.65,2.85,3.96,2.89,0,0,3.3,13.7,136.2,68.1,0.61,1.01,19.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00091,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,65,0,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.95,1.99,1.29,3.74,3.69,2.7,3.65,2.65,0,0,3.3,13.7,136.2,68.1,0.61,1.01,19.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00092,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,65,0,0,BASF Ingredients,20,0,15,0,DAIRY & Co.,0,0,0.75,1.98,1.29,2.24,3.57,2.72,3.95,3.07,0,0,3.3,13.7,136.2,68.1,0.61,1.01,19.38,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00093,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,10,0,15,0,DAIRY & Co.,0,0,0.96,2.03,1.29,2.82,4.07,2.33,3.2,2.54,0,0,3.4,13.7,136.2,68.3,0.47,0.88,19.91,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00094,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.24,4.96,2.5,1.31,4.24,2.67,3.89,3.33,0,0,3,19.9,143.8,91.3,0.49,0.91,13.14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00095,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.3,4.99,2.49,2.02,4.26,2.63,3.91,3.13,0,0,3,19.9,143.8,91.3,0.49,0.91,13.14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00096,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,65,0,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.34,4.99,2.49,3.1,4.15,2.56,3.33,2.75,0,0,3,19.9,143.8,91.3,0.49,0.91,13.14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00097,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,65,0,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.25,4.96,2.49,2.63,3.78,2.59,3.75,3.03,0,0,3,19.9,143.8,91.3,0.49,0.91,13.14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00098,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,65,0,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.39,5,2.49,2.76,4.24,2.63,4.18,2.91,0,0,3,19.9,143.8,91.3,0.49,0.91,13.14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00099,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,65,0,0,BASF Ingredients,10,0,25,0,DAIRY & Co.,0,0,2.2,4.98,2.5,2.14,4.34,2.71,3.94,3.07,0,0,3,19.9,143.8,91.3,0.49,0.91,13.14,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00100,Stirred_Plain,Plain,Plain,0.01,85,0,0,BASF Ingredients,10,0,0,5,DAIRY & Co.,0,0,0.43,0.24,0.4,2.75,3.04,2.14,2.97,2.12,0,0,3.8,6.7,128.8,41.9,0.48,0.9,36.28,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00101,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.18,1.11,1.81,1.85,4.22,2.78,3.61,2.82,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00102,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.2,1.08,1.81,2.12,4.34,2.71,3.76,2.68,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00103,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.36,1.09,1.8,1.91,4.35,2.77,3.84,2.79,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00104,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.21,1.09,1.81,2.99,4.36,2.75,3.89,2.41,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00105,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.2,1.12,1.8,1.57,4.55,2.74,4.07,2.82,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00106,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.35,1.13,1.8,1.39,4.36,2.88,3.5,2.9,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00107,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,20,0,0,5,DAIRY & Co.,0,0,0.37,0.22,0.39,2.58,3.17,2.52,2.97,2.26,0,0,3.7,6.7,128.8,41.7,0.62,1.03,35.49,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00108,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.15,1.06,1.81,3.8,4.32,3.28,4.14,2.27,0,0,3.3,11.2,136.2,57.9,0.69,1.16,22.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00109,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.28,1.1,1.81,3.8,4.02,3.07,4.13,2.43,0,0,3.3,11.2,136.2,57.9,0.69,1.16,22.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00110,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,65,0,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.37,1.06,1.8,2.86,3.82,3.12,4.16,2.64,0,0,3.3,11.2,136.2,57.9,0.69,1.16,22.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00111,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,65,0,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.16,1.08,1.8,2.53,4.5,3.35,4.47,2.44,0,0,3.3,11.2,136.2,57.9,0.69,1.16,22.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00112,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,65,0,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.3,1.12,1.81,2.67,4.29,3.24,4.62,2.47,0,0,3.3,11.2,136.2,57.9,0.69,1.16,22.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00113,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,65,0,0,BASF Ingredients,20,0,0,15,DAIRY & Co.,0,0,1.12,1.12,1.8,2.66,4.19,3.11,4.18,2.58,0,0,3.3,11.2,136.2,57.9,0.69,1.16,22.8,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00114,Stirred_Plain,Plain,Plain,0.01,75,0,0,BASF Ingredients,10,0,0,15,DAIRY & Co.,0,0,1.16,1.08,1.8,2.04,4.05,2.82,3.82,2.82,0,0,3.4,11.2,136.2,58.1,0.55,1.03,23.41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00115,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,65,0,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.26,2.47,3.69,1.36,4.7,3.1,4.33,4.27,0,0,3,15.6,143.8,74.3,0.62,1.16,16.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00116,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,65,0,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.07,2.44,3.69,2.07,4.49,3.25,4.22,4.08,0,0,3,15.6,143.8,74.3,0.62,1.16,16.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00117,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,65,0,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3,2.42,3.69,2.1,4.72,3.15,4.43,3.95,0,0,3,15.6,143.8,74.3,0.62,1.16,16.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00118,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,65,0,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,2.95,2.45,3.69,1.82,4.67,3.25,4.48,4.02,0,0,3,15.6,143.8,74.3,0.62,1.16,16.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00119,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,65,0,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.27,2.41,3.69,2.88,4.87,3.07,4.23,3.75,0,0,3,15.6,143.8,74.3,0.62,1.16,16.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00120,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,65,0,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.26,2.43,3.69,1.32,4.78,3.16,4.04,4.3,0,0,3,15.6,143.8,74.3,0.62,1.16,16.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00121,Stirred_Plain,Plain,Plain,0.01,0,98.5,0,BASF Ingredients,1.5,0,0,0,WACKER & Co.,0,0,0.09,0.06,0.02,1.76,0.06,0.26,0.17,0.74,1.6,1.1,3.5,4.5,125,46.2,0.352,0.7776,30.3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00122,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,1.1,0.61,1.4,1.76,2.68,2.7,2.66,2.62,1.4,1,3.2,9,132.5,61.1,0.429,0.918,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00123,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,1.05,0.62,1.4,0.26,2.42,2.84,2.49,2.52,1.4,1,3.2,9,132.5,61.1,0.429,0.918,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00124,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.95,0.64,1.39,0.47,2.71,2.6,2.43,2.58,1.4,1,3.2,9,132.5,61.1,0.429,0.918,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00125,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,1.13,0.61,1.4,0.33,2.43,2.77,2.47,2.55,1.4,1,3.2,9,132.5,61.1,0.429,0.918,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00126,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,85.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,3,0.001,0.9,0.9,1.38,0.49,2.72,2.64,2.55,2.71,1.4,0.9,3,11.8,128.8,71.8,0.462,0.9504,16.71,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00127,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.75,0.57,1.4,0.75,2.49,2.61,2.51,2.62,1.4,1,3.2,9,132.5,61.1,0.429,0.918,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00128,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,88.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.74,0.61,1.39,1.56,2.57,2.58,2.68,2.61,1.4,1,3.2,9,132.5,61.1,0.429,0.918,20.95,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00129,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,85.5,0,BASF Ingredients,1.5,0,0,10,WACKER & Co.,3,0.001,0.93,0.89,1.4,0.08,2.73,2.78,2.53,2.57,1.4,0.9,3,11.8,128.8,71.8,0.462,0.9504,16.71,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00130,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,25,0,0,0,WACKER & Co.,0,0,0.32,0.08,0.02,3.87,0.29,2.08,1.08,0.76,1.2,0.8,3.5,4.5,125,42.8,0.715,1.1124,32.71,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00131,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.21,0.61,1.4,4.29,2.74,3.87,3.3,2.11,1,0.7,3.2,9,132.5,57.8,0.792,1.2528,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00132,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,0.83,0.58,1.38,2.67,2.5,3.8,3.38,2.35,1,0.7,3.2,9,132.5,57.8,0.792,1.2528,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00133,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.06,0.59,1.38,2.66,2.73,3.76,3.6,2.46,1,0.7,3.2,9,132.5,57.8,0.792,1.2528,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00134,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.06,0.62,1.4,2.7,2.57,4.03,3.61,2.35,1,0.7,3.2,9,132.5,57.8,0.792,1.2528,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00135,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,75,0,BASF Ingredients,11,0,0,10,WACKER & Co.,4,0.001,0.94,1.04,1.39,2.14,2.69,3.56,3.17,2.69,1.2,0.8,3,12.8,127.5,73.9,0.715,1.188,16.24,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00136,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.01,0.61,1.4,3.42,2.62,4,3.35,2.15,1,0.7,3.2,9,132.5,57.8,0.792,1.2528,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00137,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,0.81,0.6,1.39,3.94,2.46,4.01,3.62,2.12,1,0.7,3.2,9,132.5,57.8,0.792,1.2528,22.15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00138,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,75,0,BASF Ingredients,11,0,0,10,WACKER & Co.,4,0.001,0.88,1.08,1.39,2.54,2.62,3.6,2.86,2.43,1.2,0.8,3,12.8,127.5,73.9,0.715,1.188,16.24,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00139,Stirred_Plain,Plain,Plain,0.01,0,85,0,BASF Ingredients,10,0,5,0,WACKER & Co.,0,0,0.47,0.28,0.43,1.8,1.71,2.65,1.82,1.93,1.4,0.9,3.3,7.6,128.8,55.8,0.495,0.918,23.66,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00140,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.19,1.99,1.75,2.08,2.54,2.95,2.7,2.96,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00141,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.23,1.99,1.74,2.03,2.6,3.15,2.52,2.96,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00142,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.35,2.04,1.75,3.08,2.67,3.24,2.76,2.73,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00143,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.38,2.05,1.76,2.19,2.43,3.16,2.87,3.01,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00144,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.47,2.01,1.75,1.62,2.55,3.1,2.88,3.24,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00145,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.33,2.04,1.75,2.85,2.61,3.15,2.64,2.73,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00146,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,20,0,5,0,WACKER & Co.,0,0,0.54,0.32,0.44,2.62,1.95,2.92,2.39,1.92,1.2,0.8,3.3,7.6,128.8,54.4,0.649,1.0584,24.26,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00147,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.19,2.02,1.74,3.05,2.61,3.74,2.96,2.67,1,0.7,3,13.7,136.2,76.2,0.671,1.0908,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00148,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.67,2.01,1.75,3.81,2.43,3.78,3.22,2.65,1,0.7,3,13.7,136.2,76.2,0.671,1.0908,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00149,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.65,2.03,1.75,3,2.67,3.55,3.15,2.86,1,0.7,3,13.7,136.2,76.2,0.671,1.0908,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00150,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.52,2,1.74,3.54,2.59,3.68,3.21,2.7,1,0.7,3,13.7,136.2,76.2,0.671,1.0908,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00151,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.26,1.98,1.74,2.49,2.6,3.94,3.27,2.85,1,0.7,3,13.7,136.2,76.2,0.671,1.0908,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00152,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.44,1.98,1.74,2.65,2.61,3.67,3.25,2.9,1,0.7,3,13.7,136.2,76.2,0.671,1.0908,15.75,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00153,Stirred_Plain,Plain,Plain,0.01,0,75,0,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.23,1.96,1.75,2.93,2.73,3.13,2.59,2.69,1.2,0.8,3,13.7,136.2,77.6,0.517,0.9504,15.46,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00154,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,65,0,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.51,4.95,3.37,1.39,2.89,3.17,2.94,4.09,1,0.7,2.6,19.9,143.8,99.4,0.539,0.9828,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00155,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,65,0,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.61,4.96,3.38,1.37,2.78,3.66,3.06,4.07,1,0.7,2.6,19.9,143.8,99.4,0.539,0.9828,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00156,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.44,4.95,3.39,2.59,2.9,3.47,3.08,3.7,1,0.7,2.6,19.9,143.8,99.4,0.539,0.9828,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00157,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.54,4.9,3.38,2.56,2.94,3.29,3.13,3.76,1,0.7,2.6,19.9,143.8,99.4,0.539,0.9828,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00158,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.38,4.99,3.37,2.34,2.9,3.43,3.36,3.83,1,0.7,2.6,19.9,143.8,99.4,0.539,0.9828,10.46,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
